Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA
-1.3084288370736354,0,2,3,-1.3841704102543333,-0.90205240401957,0,2,0,0,0,0,0.1542331288179603
0.47562274191557835,0,1,2,0.152787613826363,0.3986114809868581,0,1,0,0,1,0,-0.2749670578966146
-0.4164030475790286,1,1,0,-0.6239505913381722,1.4627910232648447,0,1,0,1,0,0,-1.5963361881519085
-1.3084288370736354,0,2,1,-0.6362084438049715,1.1080645091721826,1,3,1,0,1,0,-0.33691760134583665
-1.3084288370736354,1,1,2,-1.6678841235955464,0.9898223378079618,0,0,1,0,0,0,-1.8470359851934532
1.3676485314101854,0,0,1,-0.26589355166844686,-1.729747603569115,0,1,1,0,0,0,1.286140489968767
-0.4164030475790286,0,0,1,1.024681849868325,1.4627910232648447,0,3,0,0,1,0,-1.129893287698077
1.3676485314101854,0,0,2,0.45016912103451756,0.7533379950795204,0,0,0,0,0,0,-1.3917486671668575
0.47562274191557835,1,0,1,1.4434696749825888,-1.0202945753837906,0,2,1,0,0,0,1.4129151856297018
0.47562274191557835,1,3,1,-0.026976953458998983,0.7533379950795204,0,3,1,1,0,0,-0.2902523027911013
-0.4164030475790286,1,1,1,1.5640636709877853,-0.429083718562687,1,3,1,0,0,0,0.9476657210567418
-1.3084288370736354,0,2,2,1.3560877099222737,1.6992753659932862,0,4,0,1,0,0,-0.9172941655623531
0.47562274191557835,1,0,3,1.1440607935825038,1.6992753659932862,0,2,0,1,1,0,-1.6624712000112387
-0.4164030475790286,1,0,1,0.9118148901981858,-1.1385367467480114,1,3,0,0,0,1,1.4329648641555432
1.3676485314101854,0,1,0,0.2264278782760397,-0.7838102326553492,1,2,1,0,1,0,1.2544360842208913
1.3676485314101854,1,0,0,1.8279050531105292,1.1080645091721826,0,1,0,0,0,0,-1.0737520312274438
-0.4164030475790286,0,0,0,1.374114775413993,-0.5473258899269078,1,4,0,1,0,0,1.2908308855477484
1.3676485314101854,0,1,2,0.4653460805306573,-0.6655680612911284,0,3,0,0,0,0,1.0231988772700475
1.3676485314101854,0,2,3,-1.7016423802895209,0.7533379950795204,1,2,1,0,0,0,-0.9685505242801944
0.47562274191557835,0,0,3,1.7477231575122623,0.9898223378079618,0,1,0,0,1,1,-1.850077593638683
1.3676485314101854,1,0,2,1.5974761898894265,-1.2567789181122322,1,3,1,1,0,1,2.1015355005348257
-0.4164030475790286,1,0,2,1.7376765375002152,-1.6115054322048943,0,0,1,0,0,0,1.521822215233024
0.47562274191557835,1,2,1,1.657084931988377,0.6350958237152996,0,1,1,0,0,0,-0.6332894290365362
0.47562274191557835,1,2,2,-0.12176641937770619,-1.4932632608406737,1,3,1,1,0,0,2.261875217238179
-0.4164030475790286,0,0,3,-0.008902089546803882,1.1080645091721826,0,0,0,0,0,0,-1.370051771000847
1.3676485314101854,0,0,4,1.4187475461198418,-0.7838102326553492,1,2,0,1,0,1,1.0583639463635865
1.3676485314101854,1,2,4,1.5299221050079717,0.5168536523510788,0,3,0,1,0,0,-0.33963623062224924
-1.3084288370736354,0,0,1,0.7412181152203591,0.3986114809868581,0,4,1,1,0,0,0.27844695502172095
-0.4164030475790286,0,0,0,0.38630279284142777,0.04388496689419592,1,4,1,0,0,0,0.8093890929458847
-0.4164030475790286,0,3,3,-1.3404192598831235,0.5168536523510788,0,1,0,0,0,1,-0.899153349260098
1.3676485314101854,0,2,2,-0.3780253860439207,-1.6115054322048943,0,1,0,0,0,0,0.5681339832992617
-0.4164030475790286,0,1,2,-0.8884109937203002,0.3986114809868581,0,3,0,1,0,0,-0.5330133246522001
-1.3084288370736354,1,2,1,0.5707405029098398,-0.0743572044700248,0,2,0,1,0,1,0.2254716368887252
-1.3084288370736354,1,1,2,-1.4648137352826467,0.7533379950795204,0,1,0,0,0,0,-1.7630997145870904
1.3676485314101854,0,1,1,1.312065766527637,0.9898223378079618,0,3,0,1,0,0,-0.6068628841680609
-1.3084288370736354,1,2,2,-1.4049155565366593,-0.3108415471984663,0,2,1,0,0,0,0.12143819722739183
-1.3084288370736354,1,0,1,-0.2529738064260073,-1.4932632608406737,0,1,1,0,0,0,0.9931699320739377
1.3676485314101854,0,1,2,-1.4211771532744648,1.2263066805364033,0,3,0,0,0,0,-1.545093389077682
0.47562274191557835,0,3,1,-0.42400398333851924,0.2803693096226374,0,3,0,0,0,0,0.03636176176171848
0.47562274191557835,1,0,1,1.1863307953694266,-0.5473258899269078,0,3,0,1,0,0,0.8403334934008629
-0.4164030475790286,1,1,3,-1.4535134277883117,-1.375021089476453,0,3,0,0,0,0,0.9052449391970959
